# koodo word-structure pack v1 (forms) | MorphyNet eng v1, CC BY-SA 3.0, source: English Wiktionary | https://github.com/kbatsuren/MorphyNet
aardvarks	aardvark
diminutivizations	diminutivization
diminutivized	diminutivize
diminutivizes	diminutivize
diminutivizing	diminutivize
dimmed	dim
dimmer	dim
dimmest	dim
dimmies	dimmie
dimming	dim
dimmings	dimming
dimolybdates	dimolybdate
dimpled	dimple
dimples	dimple
dimplier	dimply
dimpliest	dimply
dimpling	dimple
dims	dim
dimuons	dimuon
dimwits	dimwit
dimycocerosates	dimycocerosate
dimycolates	dimycolate
dinaphthalenes	dinaphthalene
dindled	dindle
dindles	dindle
dindling	dindle
dined	dine
dineolignanes	dineolignane
dineries	dinery
diners	diner
dines	dine
dinettes	dinette
dineutrons	dineutron
dingbats	dingbat
dingbatters	dingbatter
dinged	ding
dingers	dinger
dingier	dingy
dingies	dingy
dingiest	dingy
dinging	ding
dingles	dingle
dings	ding
dinics	dinic
dining	dine
diniobates	diniobate
dinitrates	dinitrate
dinitrides	dinitride
dinitriles	dinitrile
dinitrogenases	dinitrogenase
dinkier	dinky
dinkies	dinky
dinkiest	dinky
dinned	din
dinnerettes	dinnerette
dinning	din
dinoflagellates	dinoflagellate
dinokaryotes	dinokaryote
dinomaniacs	dinomaniac
dinophiles	dinophile
dinos	dino
dinosaurians	dinosaurian
dinosaurologists	dinosaurologist
dinosaurs	dinosaur
dinospores	dinospore
dins	din
dinucleophiles	dinucleophile
dinucleosomes	dinucleosome
dinucleotides	dinucleotide
diobols	diobol
diocesans	diocesan
dioceses	diocese
diodes	diode
diogenites	diogenite
diolates	diolate
dioleates	dioleate
diolefins	diolefin
dioleins	diolein
dioleoyls	dioleoyl
diols	diol
diones	Dione
dioperads	dioperad
dioptrics	dioptric
diosmosed	diosmose
diosmoses	diosmose
diosmosing	diosmose
dioxanes	dioxane
dioxanones	dioxanone
dioxepines	dioxepine
dioxins	dioxin
dioxocanes	dioxocane
dioxolanones	dioxolanone
dioxoles	dioxole
dioxygenases	dioxygenase
dipeptides	dipeptide
diphenols	diphenol
diphenyls	diphenyl
diphones	diphone
diphosphatases	diphosphatase
diphosphates	diphosphate
diphosphatidylcholines	diphosphatidylcholine
diphosphides	diphosphide
diphosphines	diphosphine
diphosphohydrolases	diphosphohydrolase
diphosphonates	diphosphonate
diphosphonites	diphosphonite
diphosphonucleosides	diphosphonucleoside
diphosphopeptides	diphosphopeptide
diphosphorylases	diphosphorylase
diphotons	diphoton
diphtheroids	diphtheroid
diphthongations	diphthongation
diphthongised	diphthongise
diphthongises	diphthongise
diphthongising	diphthongise
diphthongizations	diphthongization
diphthongized	diphthongize
diphthongizes	diphthongize
diphthongizing	diphthongize
diphthongoids	diphthongoid
dipions	dipion
diplegics	diplegic
diplexers	diplexer
diplochromosomes	diplochromosome
diploidized	diploidize
diploidizes	diploidize
diploidizing	diploidize
diploids	diploid
diplokaryons	diplokaryon
diplomatized	diplomatize
diplomatizes	diplomatize
diplomatizing	diplomatize
diplomats	diplomat
diplomonads	diplomonad
diplonts	diplont
diplosegments	diplosegment
dipnictides	dipnictide
dipodands	dipodand
dipodies	dipody
dipolaritons	dipolariton
dipolarophiles	dipolarophile
dipoles	dipole
dipositroniums	dipositronium
dipped	dip
dippers	dipper
dippier	dippy
dippiest	dippy
dipping	dip
diprenylated	diprenylate
diprenylates	diprenylate
diprenylating	diprenylate
dipropionates	dipropionate
diprotons	diproton
dips	dip
dipshits	dipshit
dipsomaniacs	dipsomaniac
dipterologists	dipterologist
diptotes	diptote
dipwads	dipwad
dipyramids	dipyramid
dipyridines	dipyridine
dipyridyls	dipyridyl
dipyrroles	dipyrrole
dipyrrolizines	dipyrrolizine
diquarks	diquark
diquinoxalines	diquinoxaline
diradicaloids	diradicaloid
directees	directee
directionals	directional
directives	directive
directorates	directorate
directories	directory
directresses	directress
diremptions	diremption
dirged	dirge
dirges	dirge
dirging	dirge
dirhamnolipids	dirhamnolipid
diribonucleotides	diribonucleotide
dirigibles	dirigible
dirtbags	dirtbag
dirtfuls	dirtful
dirtied	dirty
dirtier	dirty
dirties	dirty
dirtiest	dirty
dirtsiders	dirtsider
dirtwads	dirtwad
dirtying	dirty
disabled	disable
disablers	disabler
disables	disable
disabling	disable
disablists	disablist
disabused	disabuse
disabusers	disabuser
disabuses	disabuse
disabusing	disabuse
disaccharidases	disaccharidase
disaccharides	disaccharide
disaccommodated	disaccommodate
disaccommodates	disaccommodate
disaccommodating	disaccommodate
disacidified	disacidify
disacidifies	disacidify
disacidifying	disacidify
disacknowledged	disacknowledge
disacknowledges	disacknowledge
disacknowledging	disacknowledge
disactivated	disactivate
disactivates	disactivate
disactivating	disactivate
disadvantaged	disadvantage
disadvantages	disadvantage
disadvantaging	disadvantage
disadvised	disadvise
disadvises	disadvise
disadvising	disadvise
disaffiliated	disaffiliate
disaffiliates	disaffiliate
disaffiliating	disaffiliate
disagglomerated	disagglomerate
disagglomerates	disagglomerate
disagglomerating	disagglomerate
disaggregated	disaggregate
disaggregates	disaggregate
disaggregating	disaggregate
disaggregators	disaggregator
disagreeables	disagreeable
disagreed	disagree
disagreeing	disagree
disagreers	disagreer
disagrees	disagree
disalicylates	disalicylate
disallied	disally
disallieged	disalliege
disallieges	disalliege
disallieging	disalliege
disallies	disally
disallying	disally
disambiguated	disambiguate
disambiguates	disambiguate
disambiguating	disambiguate
disambiguators	disambiguator
disamenities	disamenity
disanalogies	disanalogy
disanimated	disanimate
disanimates	disanimate
disanimating	disanimate
disannexed	disannex
disannexes	disannex
disannexing	disannex
disannulled	disannul
disannullers	disannuller
disannulling	disannul
disannuls	disannul
disaposins	disaposin
disapparelled	disapparel
disapparelling	disapparel
disapparels	disapparel
disappearables	disappearable
disappearers	disappearer
disappearings	disappearing
disapplied	disapply
disapplies	disapply
disapplying	disapply
disappointers	disappointer
disappreciated	disappreciate
disappreciates	disappreciate
disappreciating	disappreciate
disappropriated	disappropriate
disappropriates	disappropriate
disappropriating	disappropriate
disappropriations	disappropriation
disapproved	disapprove
disapprovers	disapprover
disapproves	disapprove
disapproving	disapprove
disarmers	disarmer
disarranged	disarrange
disarranges	disarrange
disarranging	disarrange
disarticulated	disarticulate
disarticulates	disarticulate
disarticulating	disarticulate
disarticulators	disarticulator
disassembled	disassemble
disassembles	disassemble
disassembling	disassemble
disassimilated	disassimilate
disassimilates	disassimilate
disassimilating	disassimilate
disassimilations	disassimilation
disassociated	disassociate
disassociates	disassociate
disassociating	disassociate
disassociators	disassociator
disattached	disattach
disattaches	disattach
disattaching	disattach
disattenuated	disattenuate
disattenuates	disattenuate
disattenuating	disattenuate
disattired	disattire
disattires	disattire
disattiring	disattire
disauthorized	disauthorize
disauthorizes	disauthorize
disauthorizing	disauthorize
disavouched	disavouch
disavouches	disavouch
disavouching	disavouch
disavowals	disavowal
disavowers	disavower
disbalanced	disbalance
disbalances	disbalance
disbalancing	disbalance
disbanders	disbander
disbarred	disbar
disbarring	disbar
disbars	disbar
disbased	disbase
disbases	disbase
disbasing	disbase
disbecame	disbecome
disbecomes	disbecome
disbecoming	disbecome
disbelieved	disbelieve
disbelievers	disbeliever
disbelieves	disbelieve
disbelieving	disbelieve
disbenched	disbench
disbenches	disbench
disbenching	disbench
disbending	disbend
disbends	disbend
disbenefits	disbenefit
disbent	disbend
disbinding	disbind
disbinds	disbind
disbound	disbind
disboweled	disbowel
disboweling	disbowel
disbowels	disbowel
disbranched	disbranch
disbranches	disbranch
disbranching	disbranch
disbudded	disbud
disbudding	disbud
disbuds	disbud
disbursed	disburse
disbursers	disburser
disburses	disburse
disbursing	disburse
discaged	discage
discages	discage
discaging	discage
discals	discal
discapacitated	discapacitate
discapacitates	discapacitate
discapacitating	discapacitate
discardables	discardable
discarded	discard
discarders	discarder
discarding	discard
discards	discard
discased	discase
discases	discase
discasing	discase
discectomies	discectomy
discectomized	discectomize
discectomizes	discectomize
discectomizing	discectomize
disced	disc
discerners	discerner
discernings	discerning
discers	discer
discettes	discette
discfuls	discful
discharged	discharge
dischargees	dischargee
dischargements	dischargement
dischargers	discharger
discharges	discharge
discharging	discharge
dischargings	discharging
dischurched	dischurch
dischurches	dischurch
dischurching	dischurch
discided	discide
discides	discide
disciding	discide
discing	disc
discipled	disciple
disciplers	discipler
disciples	disciple
disciplesses	discipless
disciplinarians	disciplinarian
disciplinaries	disciplinary
disciplined	discipline
discipliners	discipliner
disciplines	discipline
discipling	disciple
disciplining	discipline
disciplinists	disciplinist
disclimaxes	disclimax
disclosed	disclose
disclosers	discloser
discloses	disclose
disclosing	disclose
discoblastulas	discoblastula
discocellulars	discocellular
discocytes	discocyte
discoers	discoer
discographies	discography
discohesions	discohesion
discoids	discoid
discolorers	discolorer
discolourers	discolourer
discolourments	discolourment
discombobulated	discombobulate
discombobulates	discombobulate
discombobulating	discombobulate
discombobulators	discombobulator
discomfited	discomfit
discomfiting	discomfit
discomfits	discomfit
discomforters	discomforter
discommenders	discommender
discompanied	discompany
discompanies	discompany
discompanying	discompany
discomposed	discompose
discomposes	discompose
discomposing	discompose
disconcordances	disconcordance
disconcurred	disconcur
disconcurring	disconcur
disconcurs	disconcur
disconnected	disconnect
disconnecting	disconnect
disconnectors	disconnector
disconnects	disconnect
disconnexions	disconnexion
disconsecrated	disconsecrate
disconsecrates	disconsecrate
disconsecrating	disconsecrate
discontentments	discontentment
discontinued	discontinue
discontinuees	discontinuee
discontinuers	discontinuer
discontinues	discontinue
discontinuing	discontinue
discontinuities	discontinuity
disconveniences	disconvenience
discoordinated	discoordinate
discoordinates	discoordinate
discoordinating	discoordinate
discorporated	discorporate
discorporates	discorporate
discorporating	discorporate
discorrelations	discorrelation
discounted	discount
discountenanced	discountenance
discountenancers	discountenancer
discountenances	discountenance
discountenancing	discountenance
discounters	discounter
discounting	discount
discounts	discount
discouraged	discourage
discouragers	discourager
discourages	discourage
discouraging	discourage
discouragings	discouraging
discoursed	discourse
discoursers	discourser
discourses	discourse
discoursing	discourse
discoverees	discoveree
discoverers	discoverer
discreated	discreate
discreates	discreate
discreating	discreate
discreditors	discreditor
discrepants	discrepant
discretisations	discretisation
discretised	discretise
discretises	discretise
discretising	discretise
discretized	discretize
discretizers	discretizer
discretizes	discretize
discretizing	discretize
discriminants	discriminant
discriminated	discriminate
discriminates	discriminate
discriminating	discriminate
discriminators	discriminator
discs	disc
discussants	discussant
discussed	discuss
discussers	discusser
discusses	discuss
discussing	discuss
discussives	discussive
disdainers	disdainer
disdeified	disdeify
disdeifies	disdeify
disdeifying	disdeify
disdiapasons	disdiapason
diseased	disease
diseasements	diseasement
diseases	disease
diseasing	disease
diseasomes	diseasome
diseconomies	diseconomy
disedged	disedge
disedges	disedge
disedging	disedge
disedified	disedify
disedifies	disedify
disedifying	disedify
diselenides	diselenide
disembarkees	disembarkee
disembarkers	disembarker
disembarkments	disembarkment
disembarrassed	disembarrass
disembarrasses	disembarrass
disembarrassing	disembarrass
disembedded	disembed
disembedding	disembed
disembeds	disembed
disembellished	disembellish
disembellishes	disembellish
disembellishing	disembellish
disembodied	disembody
disembodies	disembody
disembodying	disembody
disembogued	disembogue
disemboguements	disemboguement
disembogues	disembogue
disemboguing	disembogue
disemboweled	disembowel
disemboweling	disembowel
disembowellers	disemboweller
disembowels	disembowel
disembrangled	disembrangle
disembrangles	disembrangle
disembrangling	disembrangle
disenabled	disenable
disenables	disenable
disenabling	disenable
disenchanters	disenchanter
disenchantresses	disenchantress
disenclavations	disenclavation
disenclaved	disenclave
disenclaves	disenclave
disenclaving	disenclave
disenclosed	disenclose
disencloses	disenclose
disenclosing	disenclose
disendorsed	disendorse
disendorses	disendorse
disendorsing	disendorse
disendowers	disendower
disenfranchised	disenfranchise
disenfranchisers	disenfranchiser
disenfranchises	disenfranchise
disenfranchising	disenfranchise
disengaged	disengage
disengagers	disengager
disengages	disengage
disengaging	disengage
disenjoyments	disenjoyment
disennobled	disennoble
disennobles	disennoble
disennobling	disennoble
disenslaved	disenslave
disenslaves	disenslave
disenslaving	disenslave
disentangled	disentangle
disentanglers	disentangler
disentangles	disentangle
disentangling	disentangle
disenthroned	disenthrone
disenthrones	disenthrone
disenthroning	disenthrone
disentitled	disentitle
disentitles	disentitle
disentitling	disentitle
disentrainments	disentrainment
disentranced	disentrance
disentrances	disentrance
disentrancing	disentrance
disentwined	disentwine
disentwines	disentwine
disentwining	disentwine
disenvelopments	disenvelopment
disequalities	disequality
disequalized	disequalize
disequalizes	disequalize
disequalizing	disequalize
disequilibrated	disequilibrate
disequilibrates	disequilibrate
disequilibrating	disequilibrate
disespoused	disespouse
disespouses	disespouse
disespousing	disespouse
disesquiterpenoids	disesquiterpenoid
disestablished	disestablish
disestablishers	disestablisher
disestablishes	disestablish
disestablishing	disestablish
disestablishmentarians	disestablishmentarian
disesteemers	disesteemer
disfacilitated	disfacilitate
disfacilitates	disfacilitate
disfacilitating	disfacilitate
disfacilitations	disfacilitation
disfancied	disfancy
disfancies	disfancy
disfancying	disfancy
disfavourers	disfavourer
disfeatured	disfeature
disfeatures	disfeature
disfeaturing	disfeature
disfellowshipments	disfellowshipment
disfellowshipped	disfellowship
